,File,Oil,Wheat,Beta,Return
0,A.csv,0.19029918476544438,-0.03145210462470631,1.388369199334558,0.19337207191313943
1,AA.csv,0.0014951829633685937,-0.01551097749154843,1.778616683239128,0.23639489457691534
2,AAL.csv,-0.4267740254738431,-0.03819763971187463,2.7370231409064765,0.3774824482903038
3,AAMC.csv,15.104175326031067,-0.9633068599580019,21.947214028944703,1.7753055970862586
4,AAN.csv,-0.023691590708825108,0.0030533745423062275,-0.1853322702293642,-0.02146048144670254
5,AAOI.csv,0.0004330924412004719,-0.036633477377244046,-0.09131014492721183,-0.00018337464825753927
6,AAON.csv,0.029310119541506665,-0.007946805189836051,1.1543807651747584,0.16142933452651775
7,AAP.csv,-1.1971508756782536,-0.11503707074142631,0.43330437741230793,0.06299218837997127
8,AAPL.csv,3.830692663608208,0.7852462377332647,-2.2678417911816218,-0.3057525447351281
9,AAT.csv,-0.22137311394333928,-0.009090855342670817,0.7621295415659997,0.11757518493255416
10,AAWW.csv,-0.1300956466557903,0.03733516816397158,1.72991930368011,0.2399985016623651
11,ABAX.csv,-0.3168131636210347,-0.01493419859365958,1.2707325706047383,0.17731300492524757
12,ABBV.csv,-0.11172829002916937,-0.016296015302988357,1.2202565507894945,0.057607840087542335
13,ABC.csv,-0.5517763278148147,-0.07794455649510051,0.4739532686039598,0.06854133811061798
14,ABCB.csv,-0.24610671791181127,-0.032312082266151086,1.0091681285167546,0.1416057516445633
15,ABCO.csv,0.418173734077019,-0.03647818195810465,-0.6349947558131516,-0.08284578342196659
16,ABFS.csv,0.13056755372284679,-0.056033544507724874,0.3791380802891326,0.038030407149815294
17,ABG.csv,-0.48115654276196274,-0.059418909762076276,1.264962534000176,0.1765253131547866
18,ABM.csv,-0.05558540263972089,-0.024581466533601392,1.008269483641706,0.14148307388337145
19,ABMD.csv,-1.0456830951167124,-0.09001256521883402,0.35950754635357535,0.05291787507923731
20,ABT.csv,-0.15125437791681473,0.06339321821959588,-1.0278645554693024,-0.1364780788925226
21,ACAD.csv,-0.2517245564489091,-0.04881002710477803,2.4787875602966474,0.34222963177857757
22,ACAS.csv,-0.04941744589657015,-0.006101609488058321,1.2904431722319152,0.18000378138934942
23,ACAT.csv,0.29694802645231333,0.005791387123031047,1.6159083001111856,0.22443438389191067
24,ACC.csv,-0.1290651543410767,0.007352890889145258,-0.2534644701201393,-0.03076149231289581
25,ACCL.csv,0.07955751386710722,0.007646421521423933,1.2591168338295362,0.11738627624054075
26,ACCO.csv,-0.013748870537703203,-0.003539627268137026,0.6577144591425538,0.0936273449139223
27,ACE.csv,-0.3921720767042181,-0.06640342607274756,0.6654411352345512,0.08355003901357813
28,ACET.csv,-0.17924367474061004,-0.0198377728192344,1.351877687420652,0.1883904633729899
29,ACFN.csv,0.07133879489823722,0.016768407859860703,-1.5463195123834537,-0.187603357755969
30,ACGL.csv,-0.42336828001103055,0.00024901342043843843,2.2715491893986055,0.31393865713362323
31,ACHC.csv,-0.4960190529986204,-0.05375666592716561,0.6795426250680293,0.0966071989152226
32,ACHN.csv,-0.09033215787922526,0.0037971451475404087,-1.0588602891832604,-0.14070943582127765
33,ACI.csv,0.11710451956163824,0.01947677470743123,-1.7849568668115419,-0.2099715213465913
34,ACIW.csv,0.33398771378975917,0.021088508492079137,-0.6377529616582023,-0.08322231760957748
35,ACLS.csv,-0.029456422521180317,-0.010039336764256541,3.0055252484892776,0.4141367912328038
36,ACM.csv,-0.026128258146253976,-0.014165482154304609,1.5663529710008928,0.21766937916181942
37,ACN.csv,-0.6373130941168347,-0.04986532085148786,0.5510790743700694,0.07907010363770356
38,ACO.csv,0.23671024978884497,0.01223161469111572,1.2521924998277132,0.11676184463877946
39,ACOR.csv,-0.09541330489327646,-0.003126314696155153,1.2323760261737002,0.17207679301495207
40,ACRE.csv,-0.02490032976314307,0.012488431902711466,-0.824733928430781,-0.06119154964911553
41,ACRX.csv,0.04670079153249928,-0.005128204813469063,1.9930455847504516,0.3012689747315522
